"CTL"	"dysfunction"
"RREB1"	0	0
"RRN3"	0	0
"RSF1"	0	0
"RTF1"	0	0
"RTKN"	0	0
"RTL3"	0	0
"RTN1"	1	2
"RUNX1T1"	0	0
"RUNX3"	2	3
"RUSC1"	0	0
"RUVBL1"	0	0
"RUVBL2"	0	0
"RXRA"	0	1
"RXRB"	0	0
"RYK"	0	0
"S100A11"	0	0
"S1PR1"	0	1
"S1PR2"	0	1
"S1PR3"	0	0
"S1PR4"	2	6
"SAFB"	0	0
"SALL1"	0	0
"SALL2"	0	0
"SALL4"	0	0
"SAP130"	0	0
"SAP18"	0	0
"SAP30"	2	0
"SAP30L"	0	0
"SARM1"	0	1
"SAV1"	0	0
"SBNO2"	1	1
"SCAI"	0	0
"SCAND2P"	0	2
"SCAP"	0	0
"SCARB1"	1	0
"SCARF1"	0	1
"SCG2"	0	0
"SCG5"	0	0
"SCGB1A1"	0	0
"SCMH1"	0	0
"SCML1"	0	0
"SCML2"	1	0
"SCML4"	3	3
"SCRIB"	0	0
"SCT"	1	0
"SCTR"	0	0
"SDCBP"	2	1
"SDHA"	0	0
"SDHB"	0	0
"SDHC"	0	0
"SDHD"	0	0
"SEC31A"	0	0
"SECTM1"	3	0
"SEL1L"	0	0
"SELE"	0	0
"SELENOS"	0	0
"SEMA4C"	0	0
"SENP1"	0	0
"SEPT6"	2	2
"SERGEF"	0	0
"SERPINB9"	1	1
"SERTAD1"	0	0
"SERTAD2"	0	0
"SET"	0	0
"SETBP1"	0	0
"SETD1A"	0	0
"SETD1B"	1	0
"SETD3"	0	0
"SETD7"	0	0
"SETDB1"	0	0
"SFMBT2"	3	1
"SFPQ"	0	0
"SFSWAP"	0	0
"SGF29"	0	0
"SGK1"	0	0
"SGK2"	0	0
"SGPL1"	0	0
"SGSM1"	0	0
"SGSM2"	0	0
"SGSM3"	0	0
"SH2B1"	0	0
"SH2B3"	3	2
"SH2D1A"	3	2
"SH2D2A"	5	3
"SH2D3A"	0	0
"SH2D3C"	0	6
"SH3BGR"	0	0
"SH3BGRL"	1	0
"SH3BP1"	1	0
"SH3BP2"	1	1
"SH3BP5"	0	0
"SH3RF1"	0	0
"SHANK2"	0	0
"SHB"	0	0
"SHC1"	0	0
"SHC3"	0	0
"SHH"	0	0
"SHISA5"	0	1
"SHOC2"	0	0
"SHOX2"	0	0
"SIGLEC9"	3	4
"SIK2"	0	0
"SIN3A"	0	0
"SIPA1"	1	1
"SIPA1L1"	0	0
"SIPA1L3"	0	0
"SIRPB1"	0	2
"SIRPG"	5	5
"SIRT1"	0	0
"SIRT3"	0	0
"SIRT4"	0	0
"SIRT5"	0	0
"SIT1"	4	4
"SIX1"	0	0
"SIX2"	0	0
"SIX3"	0	1
"SIX4"	0	0
"SKAP1"	3	2
"SKAP2"	0	0
"SLA"	6	3
"SLA2"	3	2
"SLAMF1"	3	3
"SLC11A1"	1	2
"SLC12A2"	0	0
"SLC30A9"	0	0
"SLC44A2"	0	1
"SLC9A1"	0	1
"SLIRP"	0	0
"SLIT2"	0	0
"SLK"	0	0
"SLTM"	0	0
"SMAD5"	0	0
"SMAD6"	0	0
"SMAD7"	0	0
"SMAD9"	0	0
"SMAP1"	0	0
"SMAP2"	1	1
"SMARCA1"	0	0
"SMARCA2"	0	1
"SMARCA4"	0	0
"SMARCC1"	0	0
"SMARCC2"	0	0
"SMARCD2"	0	0
"SMARCD3"	0	0
"SMC1A"	0	0
"SMC3"	0	0
"SMURF1"	0	0
"SMURF2"	0	0
"SMYD1"	0	0
"SNAI1"	2	0
"SNAI2"	0	0
"SNAI3"	1	2
"SNAPC1"	0	0
"SNAPC5"	0	0
"SNCA"	1	1
"SNF8"	0	0
"SNIP1"	0	0
"SNW1"	0	0
"SNX13"	0	0
"SNX17"	0	0
"SNX27"	0	0
"SNX6"	0	0
"SOCS1"	0	0
"SOCS2"	0	0
"SOCS3"	1	0
"SOD1"	0	0
"SOD2"	2	0
"SORBS1"	0	0
"SORCS2"	0	0
"SORL1"	0	0
"SORT1"	0	0
"SOX10"	0	2
"SOX12"	0	0
"SOX13"	0	0
"SOX14"	0	0
"SOX17"	2	3
"SOX18"	0	1
"SOX21"	0	1
"SOX3"	0	0
"SOX4"	0	0
"SOX5"	0	1
"SOX6"	0	0
"SOX7"	0	1
"SOX9"	0	0
"SP100"	1	0
"SP110"	3	1
"SP140"	6	5
"SP2"	0	0
"SP3"	0	0
"SP4"	0	0
"SP5"	0	0
"SP6"	0	0
"SPA17"	0	0
"SPAG5"	0	0
"SPARCL1"	0	2
"SPATA13"	1	1
"SPDEF"	0	0
"SPEN"	0	0
"SPG21"	0	0
"SPHK1"	0	0
"SPI1"	3	5
"SPIB"	3	4
"SPIC"	1	0
"SPN"	0	4
"SPOCK2"	5	5
"SPOCK3"	0	0
"SPRED2"	0	0
"SPRED3"	0	0
"SPRY1"	0	0
"SPRY2"	0	0
"SPRY4"	0	0
"SPSB1"	0	0
"SPSB3"	0	0
"SPSB4"	0	0
"SPTA1"	0	0
"SRC"	0	0
"SRCAP"	0	0
"SREBF1"	0	0
"SREBF2"	0	0
"SRGAP1"	1	0
"SRI"	0	0
"SRPK1"	0	0
"SRPK2"	0	0
"SRSF3"	0	0
"SRY"	0	0
"SS18"	0	0
"SSBP3"	0	0
"SSRP1"	0	0
"SSTR2"	1	0
"SSTR3"	0	1
"ST18"	1	0
"STAC3"	0	0
"STAG2"	0	0
"STAMBP"	0	0
"STAP1"	2	1
"STARD8"	3	7
"STAT1"	3	0
"STAT2"	0	0
"STAT3"	0	0
"STAT4"	5	2
"STAT5A"	7	5
"STAT5B"	2	2
"STAT6"	0	0
"STC1"	1	0
"STK10"	6	6
"STK17A"	1	0
"STK17B"	0	0
"STK25"	0	0
"STK26"	0	0
"STK3"	0	0
"STK36"	0	0
"STK38L"	0	0
"STK39"	0	0
"STK4"	0	1
"STMN1"	0	0
"STMN2"	0	0
"STMN3"	0	0
"STMN4"	0	1
"STOML3"	0	0
"STRADB"	0	0
"STRN"	0	0
"STRN3"	0	0
"STX2"	0	1
"STXBP4"	0	0
"SUB1"	0	0
"SUCNR1"	0	0
"SUMO1"	0	0
"SUPT16H"	0	0
"SUPT20H"	0	0
"SUPT3H"	0	0
"SUPT6H"	0	0
"SUV39H2"	0	0
"SUZ12"	0	0
"SYDE2"	0	0
"SYK"	1	0
"TACSTD2"	0	0
"TADA1"	0	0
"TADA2A"	0	0
"TADA2B"	0	0
"TADA3"	0	0
"TAF1"	0	0
"TAF11"	0	0
"TAF12"	0	0
"TAF15"	0	0
"TAF1D"	0	0
"TAF2"	0	0
"TAF4"	0	0
"TAF5"	0	0
"TAF6"	0	0
"TAF8"	0	0
"TAF9B"	0	0
"TAGAP"	3	1
"TAL1"	0	1
"TANK"	0	0
"TAOK1"	0	0
"TAOK2"	0	0
"TAOK3"	0	2
"TAPT1"	0	0
"TARBP1"	0	0
"TARBP2"	0	0
"TARDBP"	0	0
"TAS2R1"	0	0
"TAS2R3"	0	0
"TAS2R5"	0	0
"TBC1D1"	3	0
"TBC1D10A"	0	0
"TBC1D10B"	0	0
"TBC1D10C"	5	5
"TBC1D16"	0	0
"TBC1D2"	0	0
"TBC1D20"	0	0
"TBC1D22A"	0	0
"TBC1D24"	0	0
"TBC1D2B"	1	3
"TBC1D31"	0	0
"TBC1D7"	0	0
"TBC1D8"	0	0
"TBC1D8B"	0	0
"TBC1D9"	1	1
"TBCK"	0	0
"TBK1"	0	0
"TBL1X"	0	0
"TBL3"	0	0
"TBP"	0	0
"TBPL1"	0	0
"TBX10"	0	2
"TBX2"	0	0
"TBX21"	4	4
"TBX5"	0	3
"TBXA2R"	0	0
"TBXT"	0	0
"TCEA2"	0	0
"TCEA3"	0	0
"TCEAL2"	0	0
"TCEAL4"	0	0
"TCEANC2"	0	0
"TCERG1"	0	0
"TCF12"	0	0
"TCF20"	0	0
"TCF21"	0	1
"TCF3"	0	0
"TCF4"	0	1
"TCF7"	1	2
"TCF7L2"	0	0
"TCFL5"	0	0
"TCL1A"	2	2
"TDG"	0	0
"TDRD3"	0	0
"TEAD2"	0	0
"TEAD3"	0	0
"TEAD4"	1	0
"TEF"	0	0
"TEK"	0	1
"TERC"	0	0
"TERF1"	0	0
"TERF2"	0	0
"TERF2IP"	0	0
"TESC"	0	1
"TET1"	0	0
"TET2"	0	0
"TEX2"	0	0
"TFAM"	0	0
"TFAP2B"	0	0
"TFAP2C"	0	0
"TFAP2D"	0	0
"TFAP2E"	0	0
"TFB1M"	0	0
"TFB2M"	0	0
"TFCP2"	0	0
"TFCP2L1"	0	0
"TFDP1"	0	0
"TFEB"	1	1
"TFEC"	6	0
"TFPT"	0	0
"TFRC"	0	0
"TG"	0	1
"TGFB1"	0	1
"TGFB3"	0	0
"TGFBR1"	0	0
"TGFBR2"	0	1
"TGFBR3"	0	0
"TGM2"	3	3
"TGS1"	0	0
"THAP1"	0	0
"THAP12"	0	0
"THAP7"	0	0
"THBS1"	0	0
"THEMIS"	1	1
"THOC1"	0	0
"THRA"	0	0
"THRB"	0	0
"THY1"	0	0
"TIAF1"	0	1
"TIAL1"	0	0
"TIAM1"	2	2
"TICAM1"	0	0
"TICAM2"	1	0
"TIE1"	0	1
"TIFA"	2	0
"TIGD1"	0	0
"TIGD2"	0	0
"TIGD3"	0	0
"TIGD6"	0	0
"TIMELESS"	0	0
"TIPIN"	0	0
"TLE2"	0	0
"TLE3"	1	0
"TLE4"	0	2
"TLE6"	0	0
"TLK1"	0	0
"TLK2"	0	0
"TLR1"	4	0
"TLR10"	0	1
"TLR2"	1	1
"TLR3"	0	1
"TLR4"	3	2
"TLR5"	0	0
"TLR6"	1	0
"TLR7"	1	1
"TLR8"	6	3
"TLR9"	0	1
"TLX2"	0	0
"TMED4"	0	0
"TMEM101"	0	0
"TMEM229A"	0	0
"TMF1"	0	0
"TMPO"	0	0
"TMPRSS2"	0	0
"TNFAIP3"	5	2
"TNFAIP6"	1	0
"TNFRSF10C"	0	0
"TNFRSF13B"	0	0
"TNFRSF14"	3	2
"TNFRSF17"	1	0
"TNFRSF18"	0	0
"TNFRSF19"	0	0
"TNFRSF1A"	0	0
"TNFRSF1B"	5	4
"TNFRSF25"	0	0
"TNFRSF4"	4	3
"TNFRSF8"	1	1
"TNFSF10"	0	0
"TNFSF13"	1	1
"TNFSF13B"	3	0
"TNFSF14"	1	2
"TNFSF15"	0	0
"TNFSF4"	0	0
"TNFSF8"	1	1
"TNIK"	0	0
"TNIP2"	0	0
"TNK2"	0	0
"TNNI2"	0	1
"TNP1"	0	0
"TNS2"	0	1
"TNXB"	0	1
"TOB1"	0	0
"TOM1L1"	0	0
"TOP1"	0	0
"TOP2A"	0	0
"TOP2B"	0	0
"TOX2"	1	3
"TP53"	0	0
"TP53BP1"	0	0
"TP53BP2"	0	0
"TP53TG5"	0	0
"TP63"	0	1
"TP73"	0	1
"TPD52L1"	0	0
"TPM3"	0	0
"TPM4"	0	0
"TRADD"	0	0
"TRAF1"	2	3
"TRAF3"	0	0
"TRAF4"	0	0
"TRAF7"	0	0
"TRAFD1"	2	1
"TRAIP"	0	0
"TRAK1"	0	0
"TRAK2"	0	0
"TRAPPC2"	0	0
"TRAT1"	2	2
"TRERF1"	1	0
"TRHDE"	0	1
"TRIAP1"	0	0
"TRIB1"	0	0
"TRIB2"	1	1
"TRIB3"	0	0
"TRIM13"	0	0
"TRIM22"	1	3
"TRIM24"	0	0
"TRIM27"	0	0
"TRIM29"	0	0
"TRIM32"	0	0
"TRIM33"	0	0
"TRIP10"	0	0
"TRIP11"	0	0
"TRIP13"	0	0
"TRIP4"	0	0
"TRIP6"	0	0
"TRPS1"	0	0
"TRRAP"	0	0
"TSC1"	0	0
"TSC2"	0	0
"TSC22D1"	0	0
"TSC22D3"	1	2
"TSFM"	0	0
"TSG101"	0	0
"TSHR"	0	0
"TSHZ2"	0	1
"TSHZ3"	0	0
"TSPAN12"	0	0
"TSPAN6"	0	0
"TSPAN8"	0	0
"TTF2"	0	0
"TTK"	0	0
"TTL"	1	0
"TTN"	0	1
"TULP3"	0	0
"TULP4"	0	0
"TUSC3"	0	0
"TWIST1"	0	0
"TWIST2"	0	0
"TXK"	0	0
"TXN"	0	0
"TXNDC17"	0	0
"TXNIP"	0	0
"TXNRD1"	1	0
"TYMS"	0	0
"TYROBP"	3	2
"U2AF1"	0	0
"U2AF2"	0	0
"UBASH3A"	3	3
"UBB"	0	0
"UBE2C"	0	0
"UBE2D1"	0	0
"UBE2I"	0	0
"UBE2L3"	0	0
"UBE2N"	0	0
"UBN1"	0	0
"UBR5"	0	0
"UHRF1"	0	0
"UIMC1"	0	0
"ULK1"	0	0
"UNC13B"	0	0
"UNC50"	0	0
"UNC5A"	0	0
"UNC5B"	0	0
"UNC5CL"	0	0
"USF2"	2	4
"USP16"	0	0
"USP20"	1	1
"USP21"	0	0
"USP22"	0	0
"USP6NL"	0	0
"USP8"	0	0
"UTP11"	0	0
"VAC14"	0	0
"VAPA"	0	0
"VAPB"	0	0
"VAV1"	4	4
"VAV3"	2	2
"VAX2"	0	0
"VDR"	0	0
"VEGFA"	0	0
"VEZF1"	0	0
"VGLL3"	0	1
"VGLL4"	0	0
"VIPR1"	0	1
"VLDLR"	0	0
"VOPP1"	2	1
"VPS25"	0	0
"VPS72"	0	0
"VSX1"	0	0
"VSX2"	0	0
"WASL"	0	0
"WDR12"	0	0
"WDR77"	0	0
"WDR90"	0	0
"WDTC1"	0	2
"WFS1"	0	1
"WISP1"	0	0
"WISP2"	0	2
"WLS"	0	0
"WNK1"	0	0
"WNK2"	0	0
"WNK3"	0	0
"WNT1"	1	1
"WNT2"	0	0
"WNT4"	0	0
"WNT5A"	0	0
"WSB1"	0	0
"WSB2"	0	0
"WT1"	1	0
"WWC1"	0	0
"WWOX"	0	0
"WWP1"	0	0
"XBP1"	0	0
"XPC"	0	2
"XPO1"	0	0
"XPR1"	0	0
"XRCC6"	0	0
"YAF2"	0	0
"YAP1"	0	0
"YARS"	0	0
"YBX1"	1	0
"YEATS2"	0	0
"YEATS4"	0	0
"YOD1"	0	0
"YPEL5"	0	1
"YWHAE"	0	0
"YWHAG"	0	0
"YWHAH"	0	0
"YWHAQ"	0	0
"YY1"	0	0
"YY1AP1"	0	0
"ZAP70"	4	4
"ZBBX"	0	0
"ZBED1"	0	0
"ZBED2"	6	3
"ZBED3"	0	0
"ZBED4"	0	0
"ZBED9"	0	0
"ZBTB1"	0	0
"ZBTB10"	0	0
"ZBTB12"	0	0
"ZBTB16"	0	1
"ZBTB18"	0	1
"ZBTB2"	1	0
"ZBTB21"	0	0
"ZBTB22"	0	0
"ZBTB24"	0	0
"ZBTB25"	0	0
"ZBTB3"	0	0
"ZBTB32"	2	3
"ZBTB33"	0	0
"ZBTB34"	0	0
"ZBTB37"	0	0
"ZBTB4"	0	0
"ZBTB41"	0	0
"ZBTB43"	0	0
"ZBTB44"	0	0
"ZBTB47"	0	2
"ZBTB48"	0	0
"ZBTB7B"	0	0
"ZBTB7C"	0	0
"ZBTB8A"	0	0
"ZBTB9"	0	0
"ZC3H11A"	0	0
"ZC3H12A"	0	0
"ZC3H12D"	2	1
"ZC3H14"	0	0
"ZC3H15"	0	0
"ZC3H3"	0	0
"ZC3H6"	0	0
"ZC3H7A"	0	0
"ZC3H7B"	0	0
"ZC3H8"	0	0
"ZC3HAV1"	0	0
"ZC3HAV1L"	0	0
"ZC3HC1"	0	0
"ZCCHC10"	0	0
"ZCCHC14"	0	0
"ZCCHC2"	0	0
"ZCCHC24"	0	1
"ZCCHC8"	0	0
"ZCRB1"	0	0
"ZCWPW1"	0	1
"ZDHHC1"	0	0
"ZDHHC11"	0	0
"ZDHHC13"	0	0
"ZDHHC14"	1	2
"ZDHHC16"	0	0
"ZDHHC17"	0	0
"ZDHHC18"	0	0
"ZDHHC2"	0	0
"ZDHHC21"	0	0
"ZDHHC23"	0	0
"ZDHHC3"	0	1
"ZDHHC4"	0	0
"ZDHHC6"	0	0
"ZDHHC7"	0	0
"ZDHHC8"	0	1
"ZDHHC9"	0	0
"ZEB2"	1	3
"ZFAND1"	0	0
"ZFAND2A"	0	0
"ZFAND2B"	0	0
"ZFAND3"	0	0
"ZFAND5"	0	0
"ZFAT"	0	0
"ZFC3H1"	0	0
"ZFHX3"	0	0
"ZFP14"	0	0
"ZFP3"	0	0
"ZFP30"	0	0
"ZFP36"	0	0
"ZFP36L2"	0	0
"ZFP41"	0	0
"ZFP62"	0	0
"ZFP64"	0	0
"ZFP69"	0	0
"ZFP69B"	0	0
"ZFPL1"	0	0
"ZFR"	0	0
"ZFX"	0	0
"ZFYVE16"	0	0
"ZFYVE21"	0	0
"ZFYVE26"	0	0
"ZFYVE28"	0	0
"ZFYVE9"	0	0
"ZGLP1"	0	0
"ZHX2"	0	0
"ZIK1"	0	0
"ZKSCAN1"	0	0
"ZKSCAN2"	0	0
"ZKSCAN3"	0	0
"ZKSCAN5"	0	0
"ZMAT1"	0	0
"ZMAT3"	0	0
"ZMIZ1"	0	0
"ZMYM1"	0	0
"ZMYM2"	0	0
"ZMYM3"	0	0
"ZMYM4"	0	0
"ZMYND10"	0	0
"ZMYND11"	0	0
"ZMYND12"	0	0
"ZMYND15"	1	3
"ZMYND19"	0	0
"ZMYND8"	0	0
"ZNF101"	2	0
"ZNF106"	0	1
"ZNF107"	0	0
"ZNF114"	0	0
"ZNF117"	0	0
"ZNF12"	0	0
"ZNF121"	0	0
"ZNF124"	0	0
"ZNF133"	0	0
"ZNF134"	0	0
"ZNF136"	0	0
"ZNF138"	0	0
"ZNF14"	0	0
"ZNF141"	0	0
"ZNF146"	0	0
"ZNF148"	0	0
"ZNF16"	0	0
"ZNF160"	0	0
"ZNF165"	0	0
"ZNF174"	0	0
"ZNF182"	0	0
"ZNF184"	0	0
"ZNF185"	0	0
"ZNF189"	0	0
"ZNF19"	0	0
"ZNF195"	0	0
"ZNF2"	0	0
"ZNF202"	0	0
"ZNF205"	0	0
"ZNF207"	0	0
"ZNF212"	0	0
"ZNF213"	0	0
"ZNF214"	0	0
"ZNF215"	0	0
"ZNF217"	0	0
"ZNF219"	0	0
"ZNF23"	0	0
"ZNF232"	0	0
"ZNF239"	0	0
"ZNF24"	0	0
"ZNF248"	0	0
"ZNF250"	0	0
"ZNF254"	0	0
"ZNF256"	0	0
"ZNF257"	0	1
"ZNF26"	0	0
"ZNF260"	0	0
"ZNF263"	0	0
"ZNF264"	0	0
"ZNF267"	1	0
"ZNF273"	0	0
"ZNF277"	0	0
"ZNF280B"	0	0
"ZNF280C"	0	0
"ZNF281"	0	0
"ZNF282"	0	0
"ZNF284"	0	0
"ZNF286A"	0	0
"ZNF287"	0	0
"ZNF292"	0	0
"ZNF3"	0	0
"ZNF302"	0	0
"ZNF311"	0	1
"ZNF318"	0	0
"ZNF319"	0	0
"ZNF32"	0	0
"ZNF322"	0	0
"ZNF330"	0	0
"ZNF334"	0	0
"ZNF337"	0	0
"ZNF33A"	0	0
"ZNF33B"	0	0
"ZNF346"	0	0
"ZNF354A"	0	0
"ZNF362"	0	0
"ZNF365"	0	0
"ZNF366"	0	1
"ZNF367"	0	0
"ZNF382"	0	1
"ZNF383"	0	0
"ZNF385A"	0	1
"ZNF385B"	0	0
"ZNF394"	0	0
"ZNF395"	0	0
"ZNF396"	0	0
"ZNF397"	0	0
"ZNF398"	0	0
"ZNF41"	0	0
"ZNF420"	0	0
"ZNF423"	0	1
"ZNF426"	0	0
"ZNF431"	0	0
"ZNF432"	0	0
"ZNF436"	0	0
"ZNF438"	1	2
"ZNF440"	0	1
"ZNF443"	0	0
"ZNF444"	0	0
"ZNF446"	0	0
"ZNF462"	0	0
"ZNF467"	0	0
"ZNF468"	0	0
"ZNF469"	0	0
"ZNF473"	0	0
"ZNF48"	0	0
"ZNF483"	0	0
"ZNF484"	0	0
"ZNF486"	0	0
"ZNF488"	0	0
"ZNF496"	0	0
"ZNF500"	0	0
"ZNF507"	0	0
"ZNF512"	0	0
"ZNF512B"	0	0
"ZNF514"	0	0
"ZNF516"	0	0
"ZNF517"	0	0
"ZNF519"	0	0
"ZNF530"	0	0
"ZNF540"	0	1
"ZNF544"	0	0
"ZNF546"	0	0
"ZNF550"	0	0
"ZNF552"	0	0
"ZNF554"	0	0
"ZNF558"	0	0
"ZNF559"	0	0
"ZNF562"	0	0
"ZNF563"	0	0
"ZNF564"	0	0
"ZNF565"	0	0
"ZNF566"	0	0
"ZNF567"	0	0
"ZNF568"	0	1
"ZNF57"	0	0
"ZNF572"	0	0
"ZNF573"	0	0
"ZNF580"	0	0
"ZNF581"	0	0
"ZNF582"	0	0
"ZNF586"	0	0
"ZNF587"	0	0
"ZNF593"	0	0
"ZNF594"	0	0
"ZNF596"	0	0
"ZNF597"	0	0
"ZNF598"	0	0
"ZNF599"	0	0
"ZNF605"	0	0
"ZNF606"	0	0
"ZNF607"	0	0
"ZNF608"	0	1
"ZNF609"	0	0
"ZNF610"	0	0
"ZNF611"	0	0
"ZNF615"	0	0
"ZNF618"	0	0
"ZNF620"	0	0
"ZNF622"	0	0
"ZNF623"	0	0
"ZNF627"	0	0
"ZNF629"	0	0
"ZNF630"	0	0
"ZNF638"	0	0
"ZNF639"	0	0
"ZNF652"	0	0
"ZNF658"	0	0
"ZNF664"	0	0
"ZNF665"	0	0
"ZNF669"	0	0
"ZNF670"	0	0
"ZNF671"	0	2
"ZNF672"	0	0
"ZNF677"	0	1
"ZNF680"	0	0
"ZNF681"	0	0
"ZNF682"	0	0
"ZNF683"	1	2
"ZNF687"	0	0
"ZNF688"	0	1
"ZNF69"	0	0
"ZNF691"	0	0
"ZNF692"	0	0
"ZNF696"	0	0
"ZNF697"	0	0
"ZNF7"	0	0
"ZNF70"	0	0
"ZNF704"	0	0
"ZNF706"	0	0
"ZNF709"	0	0
"ZNF710"	0	0
"ZNF711"	1	0
"ZNF720"	0	0
"ZNF721"	0	0
"ZNF74"	0	0
"ZNF747"	0	1
"ZNF750"	0	0
"ZNF75A"	0	0
"ZNF75D"	0	0
"ZNF76"	0	0
"ZNF763"	0	1
"ZNF764"	0	0
"ZNF768"	0	0
"ZNF77"	0	0
"ZNF774"	0	0
"ZNF777"	0	0
"ZNF778"	0	0
"ZNF782"	0	0
"ZNF784"	0	0
"ZNF785"	0	0
"ZNF786"	0	0
"ZNF789"	0	0
"ZNF79"	0	0
"ZNF8"	0	0
"ZNF80"	1	1
"ZNF804A"	3	2
"ZNF821"	0	0
"ZNF823"	0	0
"ZNF826P"	0	1
"ZNF827"	0	0
"ZNF831"	3	2
"ZNF835"	0	2
"ZNF839"	0	0
"ZNF84"	0	0
"ZNF843"	0	0
"ZNF862"	0	0
"ZNF92"	0	0
"ZNFX1"	2	1
"ZNHIT3"	0	0
"ZNHIT6"	0	0
"ZRANB1"	0	0
"ZRANB2"	0	0
"ZRANB3"	0	0
"ZSCAN10"	1	1
"ZSCAN12"	0	0
"ZSCAN16"	0	0
"ZSCAN18"	0	0
"ZSCAN2"	0	0
"ZSCAN20"	0	0
"ZSCAN21"	0	0
"ZSCAN23"	0	0
"ZSCAN30"	0	0
"ZSCAN31"	0	0
"ZSCAN32"	0	1
"ZSCAN4"	0	0
"ZSCAN5A"	1	0
"ZSCAN9"	0	0
"ZSWIM5"	0	0
"ZSWIM6"	0	1
"ZUP1"	1	0
"ZWINT"	0	0
"ZXDB"	0	0
"ZXDC"	0	0
"ZYX"	1	1
"ZZEF1"	0	1
"ZZZ3"	0	0
"AATF"	0	0
"ABCG4"	0	0
"ABL1"	0	0
"ABR"	0	1
"ABRAXAS1"	0	0
"ABT1"	0	0
"ACSL6"	0	0
"ACTN2"	0	1
"ACVR2A"	0	0
"ADAM9"	0	0
"ADAMTS1"	0	0
"ADGRL2"	0	0
"ADRA1B"	0	0
"ADRA2B"	0	1
"ADRB3"	0	0
"AFF3"	0	1
"AFP"	0	0
"AGFG1"	0	0
"AGPAT2"	0	0
"AGRP"	0	0
"AIDA"	0	0
"AKAP11"	0	0
"AKAP8"	0	0
"AKT1S1"	0	0
"ALDH1A2"	0	0
"ALX1"	0	0
"ANGPTL3"	0	0
"ANK1"	0	0
"ANKRD1"	0	0
"AP3S1"	0	0
"APAF1"	0	0
"APPL1"	0	0
"APPL2"	0	0
"ARF4"	0	0
"ARF5"	0	0
"ARF6"	0	0
"ARFGAP3"	0	0
"ARFGEF2"	0	0
"ARFIP2"	0	0
"ARFRP1"	0	0
"ARHGAP19"	0	0
"ARHGAP21"	0	0
"ARHGAP27"	0	0
"ARHGAP28"	0	1
"ARHGAP33"	0	0
"ARHGDIG"	0	0
"ARHGEF10L"	0	0
"ARHGEF2"	0	0
"ARID3B"	0	0
"ARL1"	0	0
"ARR3"	0	0
"ASB1"	0	0
"ASB12"	0	0
"ASB7"	0	0
"ASB8"	0	0
"ASCC1"	0	0
"ASCC3"	0	0
"ASCL3"	0	0
"ASIC1"	0	0
"ASXL3"	0	0
"ATF1"	0	0
"ATF2"	0	0
"ATM"	0	0
"ATN1"	0	0
"ATP6AP2"	0	0
"ATR"	0	0
"AVP"	0	0
"AVPR1B"	0	1
"BABAM2"	0	0
"BAD"	0	0
"BAG4"	0	0
"BAZ1A"	0	0
"BBX"	0	0
"BCAR1"	0	1
"BCL2L10"	0	0
"BCL2L11"	0	0
"BCL2L2"	0	0
"BCL6"	0	0
"BCL9L"	0	1
"BDP1"	0	0
"BMI1"	0	0
"BMP10"	0	0
"BMP15"	0	0
"BMP7"	0	1
"BMPR2"	0	0
"BMX"	0	0
"BNC2"	0	0
"BRAP"	0	0
"BRF2"	0	0
"BRPF1"	0	0
"BTAF1"	0	1
"BZW1"	0	0
"CABP5"	0	0
"CACNA1I"	0	0
"CACNB4"	0	0
"CAMK2A"	0	2
"CAMTA2"	0	1
"CAPN15"	0	0
"CARD11"	0	0
"CARTPT"	0	0
"CAV3"	0	1
"CBL"	0	0
"CBLC"	0	0
"CBX6"	0	2
"CC2D1A"	0	0
"CCKBR"	0	0
"CCL1"	0	0
"CCN5"	0	0
"CCNK"	0	1
"CCR8"	0	0
"CD164"	0	0
"CDH13"	0	0
"CDK5"	0	0
"CDK5R1"	0	0
"CDK8"	0	0
"CDKN2AIP"	0	0
"CDKN2B"	0	1
"CDX2"	0	1
"CDX4"	0	0
"CENPB"	0	0
"CGGBP1"	0	0
"CHD1"	0	0
"CHD5"	0	1
"CHD9"	0	0
"CHRM2"	0	0
"CHRM5"	0	1
"CHRNA1"	0	1
"CHRNA2"	0	0
"CHRNA3"	0	0
"CHRNA4"	0	1
"CHRNA6"	0	0
"CHRNB2"	0	1
"CHRND"	0	0
"CIC"	0	0
"CIDEA"	0	0
"CIR1"	0	0
"CITED1"	0	0
"CLCN6"	0	0
"CLEC4M"	0	0
"CLOCK"	0	0
"CLTCL1"	0	1
"CNOT2"	0	0
"CNR2"	0	0
"CNTF"	0	0
"CNTFR"	0	0
"COPS3"	0	0
"CREB1"	0	0
"CREB5"	0	0
"CREBRF"	0	1
"CRHR1"	0	0
"CRHR2"	0	0
"CRK"	0	0
"CRTC2"	0	0
"CSDC2"	0	1
"CSDE1"	0	0
"CSNK1G2"	0	0
"CSNK2A1"	0	0
"CSNK2B"	0	0
"CTCFL"	0	0
"DAB1"	0	0
"DAP"	0	0
"DBP"	0	0
"DCDC2B"	0	0
"DDX20"	0	0
"DDX3X"	0	0
"DERL1"	0	0
"DERL2"	0	0
"DGKH"	0	0
"DGKQ"	0	0
"DLG4"	0	1
"DLL1"	0	0
"DLX2"	0	0
"DMRTB1"	0	0
"DMRTC1B"	0	0
"DMRTC2"	0	0
"DMTF1"	0	0
"DNM2"	0	0
"DNMT3L"	0	0
"DOCK7"	0	0
"DPYSL3"	0	0
"DRD2"	0	1
